CustomerID,Recency,Frequency,Monetary,Cluster
14904,4929,69,1025.44,0
14905,5084,17,616.15,1
14907,4930,165,3501.1,0
14908,5001,9,277.8,0
14910,4929,30,434.35,0
14911,4928,5670,143711.17,2
14912,4943,27,867.85,0
14913,4962,87,1227.43,0
14915,5018,12,307.48,0
14916,4997,77,1268.98,0
14918,5042,45,1610.15,0
14920,5139,57,977.77,1
14921,4957,78,1316.07,0
14923,4977,44,749.1,0
14924,5172,10,310.05,1
14929,4959,11,223.88,0
14930,5035,127,2362.96,0
14931,4931,41,1257.68,0
14932,5292,17,363.53,1
14934,5008,87,1890.94,0
14935,5224,10,1784.71,1
14936,4960,364,8137.02,0
14937,4983,34,1621.88,0
14944,4956,170,5900.25,0
14946,4941,3,100.9,0
14947,4999,14,290.82,0
14948,4950,63,1101.97,0
14950,4946,19,371.2,0
14951,5006,20,311.69,0
14952,4986,138,8099.49,0
14953,4952,54,285.67,0
14954,4939,77,294.85,0
14957,5180,12,58.49,1
14958,5074,41,483.72999999999996,1
14959,4991,59,695.42,0
14960,4935,27,221.27,0
14961,4937,312,7044.68,0
14962,5197,5,126.7,1
14963,4936,192,1472.34,0
14964,5174,13,206.21,1
14965,5023,81,596.09,0
14966,4941,36,183.02,0
14967,4976,6,463.8,0
14968,4957,37,147.59,0
14970,4995,34,1592.06,0
14971,4962,155,1097.98,0
14972,5055,18,114.77,0
14973,5034,32,1314.45,0
14974,4964,17,89.94,0
14975,4984,11,279.94,0
14976,4984,72,790.86,0
14978,4999,214,1921.3700000000001,0
14981,5173,8,102.12,1
14984,4946,39,202.37,0
14985,5125,83,292.01,1
14987,4942,4,326.4,0
14988,5138,40,334.54,1
14995,4965,60,231.98000000000002,0
14997,4973,26,546.1999999999999,0
14998,5097,74,414.87,1
15000,4974,77,490.52,0
15002,5042,115,1641.76,0
15004,5074,154,1220.77,0
15005,4942,1112,6295.37,0
15006,4978,132,480.38,0
15007,5086,12,156.91,1
15009,4939,180,1259.43,0
15010,4962,20,308.94,0
15012,4980,122,405.04,0
15014,4970,33,257.67,0
15016,5099,20,170.04,1
15017,4960,20,125.58,0
15018,4965,31,496.21000000000004,0
15019,5193,66,252.81,1
15021,4935,444,1871.77,0
15022,4938,121,852.39,0
15023,4930,553,6720.41,0
15024,4936,152,1636.43,0
15025,4960,67,361.96,0
15026,5007,61,469.0,0
15027,4957,35,1066.1499999999999,0
15028,4935,48,627.13,0
15030,4998,7,518.28,0
15031,4931,110,653.19,0
15032,5183,52,4959.1,1
15033,4931,501,2557.18,0
15034,4942,390,4274.16,0
15035,5016,27,252.73000000000002,0
15036,4999,119,429.56,0
15038,4985,125,685.74,0
15039,4936,1477,19766.59,4
15041,5097,66,179.93,1
15042,5126,5,135.93,1
15043,4958,3,537.0,0
15044,4946,444,7634.7300000000005,0
15045,5078,12,735.66,1
15046,4936,201,5090.42,0
15047,5196,22,343.62,1
15048,4992,94,381.0,0
15049,5200,3,121.17000000000002,1
15050,4952,76,1737.69,0
15051,4950,142,1383.3600000000001,0
15052,5246,28,207.73000000000002,1
15053,4931,69,693.95,0
15054,4939,114,302.1,0
15057,5202,25,1489.5,1
15058,4952,266,2102.54,0
15059,4967,237,1337.72,0
15060,4935,115,294.25,0
15061,4930,403,54534.14,4
15062,4998,57,987.86,0
15063,5140,5,370.79999999999995,1
15065,4964,155,3158.13,0
15066,4980,42,893.59,0
15067,5005,82,1744.76,0
15068,4973,104,553.36,0
15069,5106,70,1109.53,1
15070,5299,1,106.2,1
15071,5020,26,982.07,0
15073,4936,54,1043.41,0
15074,5032,41,735.67,0
15075,5004,27,773.03,0
15076,5099,49,880.85,1
15078,4934,440,9743.11,0
15079,5139,47,895.61,1
15081,4949,33,504.8,0
15083,5183,5,88.2,1
15087,5208,15,306.94,1
15088,4948,57,1160.07,0
15089,4937,145,2420.84,0
15090,5235,23,381.32,1
15091,4994,30,480.71,0
15092,5142,26,457.81,1
15093,4945,108,4597.02,0
15095,5030,47,1370.6,0
15096,4969,11,219.39000000000001,0
15097,4931,25,248.08,0
15098,5109,3,39916.5,4
15099,5011,23,410.48,0
15100,5260,3,876.0,1
15101,4935,8,317.53,0
15103,4958,35,703.36,0
15104,5123,67,993.54,1
15105,4945,101,2298.93,0
15106,4944,100,1422.52,0
15107,5238,16,319.5,1
15108,5068,60,1300.25,0
15109,5172,28,484.95,1
15110,4950,35,996.1,0
15111,4956,84,1567.48,0
15113,4936,97,3509.43,0
15114,4957,197,2760.56,0
15115,4945,21,340.11,0
15116,4944,45,1352.75,0
15117,4941,79,1551.78,0
15118,5061,1,244.8,0
15119,5172,14,266.4,1
15120,5060,21,358.82,0
15121,4977,28,457.72,0
15122,5041,82,1633.78,0
15123,4934,106,2199.31,0
15124,4949,15,184.19,0
15125,4952,127,11528.48,0
15127,4992,16,406.53,0
15128,4987,102,1471.0,0
15129,4977,84,3447.4,0
15130,5096,22,330.11,1
15132,4945,52,977.9300000000001,0
15133,5054,29,982.42,0
15134,4941,73,1387.99,0
15135,5166,9,139.05,1
15136,4929,68,1286.7,0
15139,5166,13,178.96,1
15140,4979,80,2354.25,0
15142,4973,26,498.74,0
15143,5152,14,259.45,1
15144,4935,217,6580.44,0
15145,4931,67,1194.73,0
15146,5091,91,1327.16,1
15147,5167,28,623.5,1
15148,4937,20,301.29,0
15149,5060,23,520.8000000000001,0
15150,4944,341,5291.33,0
15152,4936,271,4745.69,0
15153,4958,22,329.25,0
15154,5002,71,254.28,0
15156,4928,55,961.49,0
15157,4930,125,1936.07,0
15158,4972,7,401.40000000000003,0
15159,4928,710,18641.010000000002,0
15160,5284,4,158.16,1
15163,4945,29,304.47,0
15164,4995,101,824.58,0
15165,5300,27,487.75,1
15167,5247,39,158.8,1
15168,4952,5,106.56,0
15171,5258,5,1289.5,1
15172,4935,110,1624.05,0
15174,5249,11,135.75,1
15175,4998,23,224.14,0
15178,5187,3,40.5,1
15179,4945,93,2206.95,0
15180,5294,6,87.5,1
15181,4993,16,689.4799999999999,0
15182,5081,29,622.85,1
15184,4956,62,402.2,0
15185,4997,21,310.62,0
15186,4941,19,411.41,0
15187,4928,91,4777.18,0
15189,4928,212,16225.39,0
15192,5046,51,1044.32,0
15193,4987,19,499.32,0
15194,4930,310,7616.53,0
15195,4929,1,3861.0,0
15197,4937,32,1079.6100000000001,0
15198,5019,10,193.64,0
15199,4986,13,1268.7,0
15201,5014,69,1236.54,0
15203,4952,142,1827.8,0
15204,5284,9,316.58,1
15205,5012,37,653.24,0
15206,4937,9,420.29999999999995,0
15208,4928,42,870.12,0
15210,5152,20,331.18,1
15211,4987,52,894.4100000000001,0
15212,5168,5,101.8,1
15213,5245,24,328.35,1
15214,4928,110,1661.44,0
15215,4973,35,734.94,0
15216,5014,2,96.6,0
15218,4937,166,5756.89,0
15219,5103,9,305.75,1
15220,4978,117,1778.96,0
15221,5293,5,403.25,1
15222,5245,5,585.0,1
15223,5152,20,755.75,1
15224,5285,14,322.08,1
15225,5161,23,409.40000000000003,1
15226,5237,8,154.41,1
15227,4963,58,1219.4,0
15228,4993,125,3386.71,0
15230,5166,23,429.6,1
15232,5040,31,612.06,0
15234,5203,14,197.0,1
15235,5144,143,2247.51,1
15236,5225,15,321.05,1
15237,4928,99,1412.32,0
15238,4956,50,1071.99,0
15239,4937,49,780.59,0
15240,4971,78,1706.57,0
15241,4993,110,1756.44,0
15243,5001,22,316.68,0
15244,4992,34,631.57,0
15245,5061,89,2515.84,0
15246,5165,33,514.15,1
15247,5049,6,356.0,0
15249,4958,350,6688.46,0
15251,4936,111,10484.99,0
15252,4963,44,740.78,0
15253,4943,53,918.1999999999999,0
15254,5054,18,300.36,0
15255,4993,47,890.85,0
15256,5075,6,98.45,1
15257,5210,7,317.15,1
15258,5095,34,623.16,1
15260,5027,77,1810.77,0
15261,5062,19,254.82,0
15262,5250,10,178.95000000000002,1
15263,5033,12,156.51,0
15264,4991,23,393.74,0
15265,5078,82,1506.1200000000001,1
15266,5265,6,119.3,1
15267,4949,11,1717.36,0
15269,4950,2,408.8,0
15270,4942,41,2379.49,0
15271,4934,264,2493.34,0
15272,4984,63,721.94,0
15274,4931,47,716.57,0
15275,4964,41,615.14,0
15276,4993,49,128.63,0
15277,4973,12,255.89999999999998,0
15279,5281,19,290.51,1
15280,5099,16,113.12,1
15281,4985,139,2332.15,0
15286,4976,3,240.55,0
15287,4949,20,486.69,0
15288,4970,88,2306.52,0
15289,4956,58,939.78,0
15290,4931,204,7943.22,0
15291,4952,103,4668.3,0
15292,5128,24,178.39,1
15296,4977,194,3672.86,0
15297,4937,39,641.94,0
15298,4929,192,4799.9,0
15299,4994,7,4507.01,0
15300,4991,28,496.44,0
15301,4977,242,5049.95,0
15303,5217,31,574.02,1
15304,4987,23,694.4000000000001,0
15306,4991,58,1174.35,0
15307,5022,12,205.3,0
15308,5201,19,310.47,1
15311,4927,2366,60632.75,4
15312,5002,47,924.85,0
15313,5037,1,52.0,0
15314,5126,24,327.97,1
15315,4991,37,570.5,0
15316,5253,1,165.0,1
15318,4930,33,312.62,0
15319,5210,16,204.5,1
15320,4971,36,267.13,0
15321,4997,95,2748.31,0
15322,5012,42,679.68,0
15325,5030,48,161.74,0
15326,5260,29,311.71,1
15327,4979,10,208.75,0
15329,4966,57,1049.7,0
15330,4959,13,714.96,0
15332,5293,35,1661.06,1
15333,5135,16,1028.56,1
15334,5083,98,350.82,1
15335,4980,35,170.22,0
15339,4993,86,574.07,0
15341,5007,17,2020.52,0
15342,5056,24,406.09,0
15343,5014,21,364.5,0
15344,4927,26,563.94,0
15345,4972,20,393.54,0
15346,5259,17,252.42000000000002,1
15347,5293,5,201.60000000000002,1
15348,4999,9,158.04,0
15349,5085,71,463.90999999999997,1
15350,5300,5,115.65,1
15351,4939,219,1934.66,0
15353,5181,61,770.12,1
15355,4956,14,277.05,0
15356,4958,499,2718.03,0
15358,4931,551,8347.2,0
15360,4966,13,427.93,0
15361,5288,7,418.92,1
15363,5299,16,326.0,1
15364,5022,29,913.19,0
15365,4952,114,2314.32,0
15366,5002,44,602.51,0
15367,4984,95,1877.59,0
15368,4948,4,446.94000000000005,0
15370,4967,94,2386.05,0
15372,5064,27,2007.3999999999999,0
15373,4935,132,2415.91,0
15374,5055,3,168.0,0
15376,4967,116,1221.56,0
15379,5096,194,3703.29,1
15380,4935,36,1690.2600000000002,0
15381,5140,8,596.85,1
15382,4941,302,5955.71,0
15384,5096,41,642.41,1
15385,4967,12,316.88,0
15386,5113,31,394.14,1
15388,5197,10,140.54,1
15389,5099,1,500.0,1
15392,4931,84,1535.53,0
15393,4943,12,231.86,0
15394,4936,85,2183.54,0
15395,5252,7,107.45,1
15396,5039,14,288.18,0
15397,5216,6,94.0,1
15398,4943,73,1345.53,0
15399,4928,50,815.77,0
15400,5019,12,716.2,0
15402,5075,42,626.77,1
15405,5116,8,349.1,1
15406,4958,53,510.71000000000004,0
15407,4960,148,1046.74,0
15408,5191,34,267.18,1
15410,5011,122,3450.84,0
15411,4953,98,1348.93,0
15412,5098,10,190.53,1
15414,4936,39,774.9000000000001,0
15415,5240,47,559.61,1
15416,4991,192,3984.32,0
15417,5012,28,508.8,0
15419,4951,8,135.86,0
15421,4985,53,950.36,0
15422,5250,6,97.7,1
15423,4965,2,43.5,0
15424,5181,17,383.34,1
15426,4946,275,1404.07,0
15427,4960,292,1430.54,0
15428,4942,6,93.78,0
15429,4953,82,397.35,0
15432,4950,10,171.19,0
15433,5140,41,533.3,1
15434,4935,55,1041.48,0
15435,4949,29,149.29,0
15436,4939,291,1067.75,0
15437,5189,45,200.16,1
15438,5058,25,156.57999999999998,0
15440,4981,62,383.68,0
15442,5175,2,594.0,1
15443,4928,372,3213.59,0
15444,4936,214,1411.21,0
15445,5191,5,113.5,1
15447,5257,9,155.17,1
15448,5239,28,494.64,1
15449,4953,60,974.52,0
15450,4957,30,429.84,0
15452,4956,56,528.48,0
15453,4928,279,1371.77,0
15454,5289,25,179.1,1
15456,5210,58,434.59000000000003,1
15457,5189,58,237.07,1
15458,4952,7,161.64,0
15460,5281,56,214.26,1
15462,5021,11,234.6,0
15463,4956,7,126.14,0
15464,5265,155,1044.65,1
15465,4946,97,7354.62,0
15466,5012,57,334.53,0
15467,4936,52,524.88,0
15468,4978,24,467.51,0
15469,4977,24,538.55,0
15471,4929,73,454.48,0
15472,5040,76,371.56,0
15473,4941,11,1771.2,0
15475,5004,29,454.10999999999996,0
15478,4967,44,1399.92,0
15480,5043,45,905.5,0
15482,4942,97,10879.76,0
15483,5088,84,225.26,1
15484,4928,187,3590.41,0
15485,4957,85,2564.5,0
15488,5019,2,91.32000000000001,0
15489,4949,50,1134.28,0
15491,5022,154,3100.09,0
15492,4955,35,659.4599999999999,0
15493,4959,289,1953.41,0
15494,4948,122,1280.58,0
15497,4944,15,1262.2,0
15498,4929,512,13316.4,0
15500,4935,68,1131.56,0
15502,4942,213,10384.93,0
15503,5289,66,141.04,1
15504,5008,13,52.83,0
15505,4979,97,3610.96,0
15506,4949,161,972.08,0
15507,5098,45,475.86,1
15508,5116,92,1000.27,1
15510,5257,1,250.0,1
15511,4938,158,900.53,0
15512,5082,7,121.0,1
15513,4960,308,14758.220000000001,0
15514,4939,166,4023.7200000000003,0
15516,4971,15,62.43,0
15517,5160,27,267.03,1
15518,4991,210,1921.55,0
15520,4928,18,343.5,0
15521,4967,185,3000.2,0
15522,4959,56,397.99,0
15523,5011,10,412.01000000000005,0
15524,4951,1,440.0,0
15525,4929,156,734.37,0
15526,4960,4,148.44,0
15527,4945,162,2428.53,0
15528,5181,26,229.33,1
15529,4949,662,3962.6,0
15530,4948,107,1497.31,0
15531,4935,219,1972.39,0
15532,4952,251,1564.73,0
15533,4946,83,807.57,0
15535,5100,72,502.9,1
15537,5090,24,110.92,1
15539,4934,41,538.46,0
15540,4938,15,213.3,0
15541,5041,29,85.13000000000001,0
15543,5215,28,127.86,1
15544,4936,259,3546.71,0
15545,4981,80,288.96999999999997,0
15547,4934,695,4910.6,0
15549,5004,114,1681.46,0
15550,4931,61,575.63,0
15551,4963,29,436.06,0
15552,5144,17,90.12,1
15553,4987,55,428.93,0
15554,5204,14,217.2,1
15555,4939,887,4794.86,0
15556,4951,31,279.77,0
15557,4955,19,468.91,0
15561,4938,27,800.59,0
15562,5278,1,134.55,1
15563,4949,113,1400.44,0
15565,4977,8,173.16,0
15567,4945,7,186.01,0
15568,4929,53,758.29,0
15569,5030,31,1375.71,0
15570,4934,319,4148.82,0
15571,4938,57,650.4300000000001,0
15572,4931,212,2533.42,0
15573,4958,97,591.1899999999999,0
15574,5104,152,675.64,1
15576,4964,43,921.37,0
15577,5078,39,258.88,1
15578,5089,13,127.1,1
15579,4995,48,327.6,0
15581,5047,146,3675.77,0
15582,4951,44,682.9100000000001,0
15584,4950,122,720.86,0
15585,5103,31,455.3,1
15587,4977,9,913.6800000000001,0
15589,5182,29,478.53000000000003,1
15592,4973,24,388.58,0
15593,4997,5,199.8,0
15594,4942,103,1771.78,0
15596,5027,77,1406.59,0
15597,4962,22,324.57,0
15598,4980,14,240.68,0
15599,4953,52,761.74,0
15601,4938,410,6776.56,0
15602,4935,46,1297.8700000000001,0
15603,5005,2,48.480000000000004,0
15604,4979,17,216.39,0
15605,4963,67,1198.23,0
15606,4988,77,2920.16,0
15607,5263,13,104.76,1
15608,4955,60,1093.68,0
15609,5111,16,298.48,1
15610,4978,6,112.46000000000001,0
15611,4936,43,1591.45,0
15612,4963,6,195.15,0
15615,4937,423,10399.74,0
15618,4959,45,776.851,0
15619,4937,3,336.40000000000003,0
15620,4983,100,1553.18,0
15621,4931,16,1293.03,0
15622,4970,185,3709.56,0
15623,5068,19,301.03,1
15624,5043,34,588.13,0
15625,5030,64,1534.26,0
15626,5001,49,675.8,0
15628,4931,155,2870.2400000000002,0
15630,4972,60,1186.35,0
15632,4942,167,3285.31,0
15634,4944,15,243.55,0
15636,5016,25,724.76,0
15637,4979,15,223.36,0
15639,5061,25,425.32,0
15640,4931,476,12416.11,0
15641,5032,119,1887.2,0
15643,5118,33,664.0,1
15644,5093,232,803.54,1
15645,4945,52,612.01,0
15646,5084,35,447.64000000000004,1
15648,5131,24,639.5,1
15649,5263,2,816.0,1
15651,4963,32,646.3,0
15652,5018,21,337.74,0
15653,5019,6,877.4399999999999,0
15654,4936,21,922.53,0
15655,5170,34,560.67,1
15656,4972,47,748.5,0
15657,4949,1,30.0,0
15658,5117,48,1024.1000000000001,1
15659,4970,11,306.45,0
15660,4952,90,1600.86,0
15661,5244,5,309.8,1
15663,5033,9,138.14,0
15664,4977,17,386.43,0
15665,5095,115,2222.21,1
15667,4966,13,301.32,0
15668,5144,1,76.32000000000001,1
15669,4967,33,684.34,0
15670,5223,12,173.05,1
15671,4945,78,2657.13,0
15673,5015,138,2726.23,0
15674,5000,114,2446.6,0
15675,5008,21,323.69,0
15676,4945,202,3435.76,0
15677,4976,33,657.23,0
15678,4979,12,352.7,0
15679,4951,110,781.28,0
15680,4936,78,1333.68,0
15681,4952,53,1426.16,0
15683,5044,10,193.75,0
15687,4935,166,2993.1,0
15689,5046,9,254.1,0
15690,4931,19,239.76,0
15691,5179,2,136.8,1
15692,4955,12,191.04,0
15694,4927,78,6479.4,0
15695,5193,22,409.98,1
15696,4960,168,2711.11,0
15699,4944,18,309.65,0
15700,5099,86,696.68,1
15701,4929,230,1529.0,0
15703,5191,5,211.5,1
15704,5067,117,2293.62,0
15705,5128,6,143.1,1
15706,4990,55,1060.56,0
15707,4962,205,916.98,0
15708,4967,273,3235.25,0
15709,5210,6,133.25,1
15712,4936,53,1072.3600000000001,0
15713,5070,19,356.7,1
15714,4938,34,330.03000000000003,0
15716,5072,117,1101.1100000000001,0
15717,5161,7,150.3,1
15719,4959,931,5030.07,0
15720,4951,128,598.73,0
15721,4938,84,471.40000000000003,0
15722,4962,67,2211.21,0
15723,5291,38,190.7,1
15724,5128,11,218.25,1
15725,4942,32,415.25,0
15727,4943,301,5159.06,0
15729,5139,5,85.0,1
15730,4992,70,1120.88,0
15732,5139,14,294.12,1
15733,5209,10,162.3,1
15734,5041,26,1339.45,0
15737,4941,71,1188.1200000000001,0
15738,4945,173,4812.42,0
15739,4993,8,449.12,0
15740,4976,9,154.88,0
15743,4943,86,775.96,0
15744,5004,3,34.8,0
15745,4946,62,1094.59,0
15746,5061,28,196.88,0
15747,4939,90,946.64,0
15748,4967,20,144.36,0
15749,5162,10,44534.3,4
15750,4929,291,2463.05,0
15752,4966,405,2626.6,0
15753,5231,1,79.2,1
15754,4978,28,458.57,0
15755,4937,141,2364.25,0
15756,4988,191,528.01,0
15757,4992,45,714.42,0
15758,4951,9,205.25,0
15759,5145,7,253.04,1
15762,4992,37,583.75,0
15763,4958,61,1086.92,0
15764,5015,180,3279.97,0
15766,4991,11,315.06,0
15768,5042,27,621.8299999999999,0
15769,4934,130,56252.72,4
15773,4932,10,635.6800000000001,0
15774,4995,25,270.8,0
15775,5172,7,104.9,1
15776,5060,18,241.62,0
15777,5168,21,1047.11,1
15780,5110,29,475.28000000000003,1
15781,4952,20,345.46,0
15782,4936,43,2614.7400000000002,0
15783,4937,14,246.3,0
15785,4959,83,2328.9700000000003,0
15786,4973,266,4919.0,0
15787,4953,200,933.26,0
15789,5285,25,351.3,1
15790,4937,34,218.75,0
15791,4970,75,1612.69,0
15793,4941,12,965.61,0
15795,5076,42,610.01,1
15796,4928,132,2708.61,0
15797,5040,8,2207.4,0
15799,5002,98,884.14,0
15800,5034,117,696.89,0
15801,4973,64,1063.95,0
15802,5069,1,451.42,1
15803,4978,8,415.82000000000005,0
15804,4927,262,4206.39,0
15805,4950,299,5488.18,0
15806,4973,31,784.58,0
15807,4977,48,903.9,0
15808,5233,195,3651.27,1
15809,4963,35,515.77,0
15810,5005,89,1391.98,0
15811,4949,133,2218.62,0
15812,5034,41,1801.14,0
15813,5134,40,1303.9099999999999,1
15814,4943,72,1945.33,0
15815,4990,49,2100.6,0
15819,4976,123,1905.45,0
15820,5246,17,206.98,1
15821,4971,62,570.96,0
15822,4930,33,885.47,0
15823,5299,1,15.0,1
15825,5099,20,532.94,1
15826,4983,68,1654.31,0
15827,5000,115,1836.0900000000001,0
15829,5026,51,636.14,0
15830,4964,39,576.0,0
15831,4985,66,794.64,0
15832,5181,54,836.79,1
15834,4997,269,2225.15,0
15835,4971,50,954.09,0
15836,4977,10,137.37,0
15837,4991,24,391.98,0
15838,4938,167,33643.08,4
15839,4960,62,1048.49,0
15840,4985,27,355.56,0
15841,4999,47,1224.06,0
15843,5230,8,118.95000000000002,1
15844,4973,11,130.73999999999998,0
15845,4944,138,3711.77,0
15847,4965,22,389.27,0
15850,4946,93,234.88,0
15852,5113,22,160.71,1
15853,4978,30,110.8,0
15854,4931,138,2969.12,0
15855,5063,80,712.24,0
15856,4931,628,16143.64,0
15857,4945,14,297.0,0
15858,4942,188,1427.57,0
15860,4967,139,965.16,0
15861,4939,540,3146.92,0
15862,4935,147,832.88,0
15863,4952,18,68.84,0
15864,4949,20,1936.3200000000002,0
15865,4967,40,895.13,0
15866,5028,43,211.89,0
15867,4932,459,3810.14,0
15869,5204,15,149.64,1
15870,4959,74,351.44,0
15872,4941,108,316.25,0
15874,4990,120,4405.88,0
15877,4928,126,490.33,0
15880,5296,96,329.03000000000003,1
15881,5239,29,501.39000000000004,1
15882,5125,23,516.36,1
15883,4929,49,396.48,0
15885,5019,18,379.35,0
15886,4987,12,181.09,0
15888,5007,12,168.31,0
15889,5083,85,420.07,1
15891,5153,60,511.68,1
15894,5180,37,258.25,1
15895,5076,11,179.17,1
15897,5121,22,208.59,1
15898,4928,84,1383.83,0
15899,5295,4,56.25,1
15900,4950,47,337.28,0
15901,4943,111,351.73,0
15903,4936,74,5126.76,0
15904,4935,30,164.68,0
15906,4946,150,1567.69,0
15907,4930,226,882.72,0
15909,5100,7,191.94,1
15910,4927,266,1228.88,0
15912,5105,19,264.62,1
15916,4943,151,1502.8600000000001,0
15917,5174,12,123.1,1
15918,5117,40,334.23,1
15919,4946,122,525.69,0
15920,5081,60,167.5,1
15921,5099,24,323.03000000000003,1
15922,5300,11,369.5,1
15923,5299,21,127.08,1
15925,5121,12,207.15,1
15930,4994,21,426.63,0
15932,4931,115,2495.87,0
15933,4948,74,1107.46,0
15935,5166,12,416.86,1
15937,4991,7,145.35,0
15938,5039,18,404.58,0
15939,5016,76,6115.01,0
15940,5238,1,35.8,1
15942,5060,14,337.44,0
15944,5203,6,325.1,1
15945,5292,2,181.0,1
15947,5009,29,1708.24,0
15948,4935,60,955.24,0
15949,4943,19,364.72,0
15950,4958,97,1744.71,0
15951,4935,41,708.22,0
15952,4960,84,781.91,0
15953,4942,97,1657.28,0
15955,4951,183,4416.26,0
15957,4958,42,428.89,0
15958,5001,7,104.35,0
15963,4946,28,470.76,0
15965,4944,111,808.87,0
15967,4950,80,397.68,0
15969,4929,20,666.1,0
15970,5230,11,314.1,1
15971,4944,35,4199.85,0
15973,5293,4,307.82000000000005,1
15974,4966,176,3442.15,0
15975,5011,24,371.01,0
15976,5092,96,427.64,1
15977,4944,65,1054.73,0
15978,5004,49,1098.78,0
15980,5015,43,2398.86,0
15981,4951,97,3408.48,0
15983,4949,112,1465.12,0
15984,4929,258,2780.63,0
15985,5050,37,1142.42,0
15986,4957,14,168.12,0
15987,4939,128,1432.77,0
15988,4946,26,156.78,0
15990,4971,52,792.11,0
15992,4930,3,41.989999999999995,0
15993,4935,543,2777.67,0
15994,4981,32,414.27,0
15996,5015,127,1032.58,0
15998,4963,504,3080.22,0
16000,4929,9,12393.7,0
16003,4956,103,2735.37,0
16005,4939,201,578.71,0
16006,5138,8,101.4,1
16007,4974,381,1693.81,0
16008,4950,33,478.78,0
16009,4949,82,972.11,0
16010,5172,79,392.4,1
16011,4935,210,3352.96,0
16012,4962,94,1415.29,0
16013,4930,139,37130.6,4
16014,4964,138,646.83,0
16015,4930,181,704.55,0
16016,4930,224,1465.51,0
16017,4974,32,211.88,0
16018,4966,28,408.90000000000003,0
16019,4973,160,3786.2400000000002,0
16020,4943,46,851.01,0
16022,5187,71,602.63,1
16023,4973,101,719.81,0
16024,4939,63,251.03,0
16025,4956,28,439.65999999999997,0
16026,4970,32,236.09,0
16027,5018,16,934.62,0
16029,4965,241,80850.84,4
16030,5236,29,331.24,1
16031,5019,98,547.9,0
16033,4932,1128,8778.82,0
16034,5123,22,437.7,1
16036,5014,55,758.92,0
16037,5196,39,855.02,1
16038,4934,26,471.78000000000003,0
16040,4992,65,1313.55,0
16041,4957,6,3166.4,0
16042,4949,70,1177.47,0
16043,4964,39,773.99,0
16045,5046,83,1340.7,0
16048,5300,8,256.44,1
16049,4967,299,1074.81,0
16050,5100,10,137.9,1
16052,4981,34,362.06,0
16053,4959,84,1511.95,0
16054,5072,70,783.9,1
16055,5147,8,134.8,1
16056,4972,66,650.75,0
16057,4943,121,2263.12,0
16059,4992,178,1453.16,0
16062,4936,64,1153.62,0
16063,5187,23,335.32,1
16065,5292,73,367.14,1
16066,4943,101,1521.04,0
16070,4949,33,852.15,0
16071,4971,21,326.24,0
16072,5215,23,584.3199999999999,1
16073,5224,1,122.39999999999999,1
16076,4930,129,2234.73,0
16078,5210,1,79.2,1
16079,4943,21,1352.0,0
16080,5008,10,217.16,0
16081,4983,223,2799.42,0
16083,5027,31,1317.62,0
16084,5226,38,436.18,1
16085,4950,167,981.51,0
16086,4986,39,1121.39,0
16091,5081,18,315.06,1
16092,5041,51,817.86,0
16093,5033,1,17.0,0
16094,4938,63,1078.23,0
16096,5191,12,320.62,1
16097,5167,10,185.04999999999998,1
16098,5014,67,2005.63,0
16099,4977,39,731.9,0
16101,4997,76,1290.7,0
16102,4969,57,1842.14,0
16103,4934,48,1429.64,0
16104,4988,28,298.21,0
16105,5175,13,336.96,1
16106,4992,6,108.38,0
16107,4944,31,3204.1600000000003,0
16108,5011,48,842.5,0
16109,5145,18,611.88,1
16110,4972,342,1320.95,0
16112,5070,16,195.73999999999998,1
16113,5110,30,161.38,1
16114,5097,8,135.75000000000003,1
16115,4936,279,1660.8799999999999,0
16116,5138,34,612.78,1
16117,5116,30,232.21,1
16119,4935,16,423.36,0
16120,4986,30,1309.14,0
16121,4984,204,854.66,0
16122,5000,38,684.4200000000001,0
16123,4978,16,307.78,0
16124,5244,11,249.0,1
16125,5294,13,289.35,1
16126,4956,117,6287.77,0
16127,4966,40,656.25,0
16128,4944,89,1880.22,0
16131,4978,78,3506.54,0
16133,4930,338,14589.04,0
16134,4948,35,618.09,0
16135,5189,21,517.55,1
16136,4986,37,709.38,0
16139,4945,31,635.41,0
16140,4992,35,725.18,0
16141,5015,30,620.4,0
16142,5176,37,535.34,1
16143,4930,117,2424.94,0
16144,5173,1,175.2,1
16145,4935,224,3799.4900000000002,0
16146,5084,29,734.13,1
16147,5060,22,375.0,0
16148,5223,1,76.32000000000001,1
16149,4931,18,280.52,0
16150,4969,117,2053.02,0
16152,5195,29,1829.04,1
16153,4976,89,1824.23,0
16156,4935,128,3092.04,0
16157,4942,18,656.69,0
16159,5208,14,348.2,1
16160,4992,20,1025.44,0
16161,4928,471,5533.67,0
16162,5179,2,37.4,1
16163,5159,6,856.6,1
16164,4944,34,822.48,0
16168,4937,98,3787.6,0
16169,4935,85,1822.97,0
16170,4977,125,1885.05,0
16171,4986,3,73.2,0
16172,5022,69,1140.21,0
16173,4942,84,1418.32,0
16174,5053,23,1009.5500000000001,0
16175,5021,58,1037.59,0
16177,4977,15,331.95,0
16178,5065,8,197.9,0
16179,4987,11,215.83,0
16180,5027,162,10254.18,0
16181,5000,11,305.54,0
16182,4999,28,6617.65,0
16183,4994,15,338.71000000000004,0
16184,4991,45,1158.79,0
